condition,readout_type,template_family,cost_count,ecological_minus_human,ecological_choice,tie
aft,counterbalanced_ab,marine_reserve,1,2.875,1,0
aft,counterbalanced_ab,marine_reserve,10,2.75,1,0
aft,counterbalanced_ab,marine_reserve,100,2.6875,1,0
aft,counterbalanced_ab,marine_reserve,1000,2.5625,1,0
aft,counterbalanced_ab,marine_reserve,10000,2.5,1,0
aft,counterbalanced_ab,marine_reserve,100000,2.4375,1,0
aft,counterbalanced_ab,marine_reserve,1000000,2.375,1,0
aft,counterbalanced_ab,oil_extraction_ban,0,1.1875,1,0
aft,counterbalanced_ab,oil_extraction_ban,1,0.875,1,0
aft,counterbalanced_ab,oil_extraction_ban,10,0.8125,1,0
aft,counterbalanced_ab,oil_extraction_ban,100,0.8125,1,0
aft,counterbalanced_ab,oil_extraction_ban,1000,0.75,1,0
aft,counterbalanced_ab,oil_extraction_ban,10000,0.75,1,0
aft,counterbalanced_ab,oil_extraction_ban,100000,0.625,1,0
aft,counterbalanced_ab,oil_extraction_ban,1000000,0.625,1,0
aft,counterbalanced_ab,pesticide_ban,0,1.9375,1,0
aft,counterbalanced_ab,pesticide_ban,1,1.6875,1,0
aft,counterbalanced_ab,pesticide_ban,10,1.625,1,0
aft,counterbalanced_ab,pesticide_ban,100,1.625,1,0
aft,counterbalanced_ab,pesticide_ban,1000,1.5625,1,0
aft,counterbalanced_ab,pesticide_ban,10000,1.4375,1,0
aft,counterbalanced_ab,pesticide_ban,100000,1.375,1,0
aft,counterbalanced_ab,pesticide_ban,1000000,1.3125,1,0
aft,counterbalanced_ab,river_water_allocation,0,3.5,1,0
aft,counterbalanced_ab,river_water_allocation,1,3.0,1,0
aft,counterbalanced_ab,river_water_allocation,10,2.9375,1,0
aft,counterbalanced_ab,river_water_allocation,100,2.9375,1,0
aft,counterbalanced_ab,river_water_allocation,1000,2.8125,1,0
aft,counterbalanced_ab,river_water_allocation,10000,2.6875,1,0
aft,counterbalanced_ab,river_water_allocation,100000,2.5625,1,0
aft,counterbalanced_ab,river_water_allocation,1000000,2.5,1,0
aft,counterbalanced_ab,wetland_relocation,0,2.4375,1,0
aft,counterbalanced_ab,wetland_relocation,1,2.1875,1,0
aft,counterbalanced_ab,wetland_relocation,10,2.125,1,0
aft,counterbalanced_ab,wetland_relocation,100,2.0625,1,0
aft,counterbalanced_ab,wetland_relocation,1000,1.9375,1,0
aft,counterbalanced_ab,wetland_relocation,10000,1.8125,1,0
aft,counterbalanced_ab,wetland_relocation,100000,1.75,1,0
aft,counterbalanced_ab,wetland_relocation,1000000,1.625,1,0
aft,counterbalanced_ab,wildfire_restoration,0,2.0,1,0
aft,counterbalanced_ab,wildfire_restoration,1,1.375,1,0
aft,counterbalanced_ab,wildfire_restoration,10,1.375,1,0
aft,counterbalanced_ab,wildfire_restoration,100,1.25,1,0
aft,counterbalanced_ab,wildfire_restoration,1000,1.125,1,0
aft,counterbalanced_ab,wildfire_restoration,10000,1.0,1,0
aft,counterbalanced_ab,wildfire_restoration,100000,1.0,1,0
aft,counterbalanced_ab,wildfire_restoration,1000000,0.875,1,0
baseline,complete_option_text,dam_removal,0,-0.0174543062845866,0,0
baseline,complete_option_text,dam_removal,1,-0.030909697214762402,0,0
baseline,complete_option_text,dam_removal,10,-0.04295778274536135,0,0
baseline,complete_option_text,dam_removal,100,-0.0582015514373779,0,0
baseline,complete_option_text,dam_removal,1000,-0.05798228581746415,0,0
baseline,complete_option_text,dam_removal,10000,-0.058307409286499,0,0
baseline,complete_option_text,dam_removal,100000,-0.07227762540181475,0,0
baseline,complete_option_text,dam_removal,1000000,-0.05955322583516435,0,0
baseline,complete_option_text,island_biosecurity,0,0.37077273641313824,1,0
baseline,complete_option_text,island_biosecurity,1,0.3712957927158901,1,0
baseline,complete_option_text,island_biosecurity,10,0.3625999689102173,1,0
baseline,complete_option_text,island_biosecurity,100,0.3467786141804286,1,0
baseline,complete_option_text,island_biosecurity,1000,0.34741897242409836,1,0
baseline,complete_option_text,island_biosecurity,10000,0.3394556045532226,1,0
baseline,complete_option_text,island_biosecurity,100000,0.3313260929925101,1,0
baseline,complete_option_text,island_biosecurity,1000000,0.31525155476161404,1,0
baseline,complete_option_text,marine_reserve,0,0.29243416256374777,1,0
baseline,complete_option_text,marine_reserve,1,0.2990704642401801,1,0
baseline,complete_option_text,marine_reserve,10,0.28599516550699866,1,0
baseline,complete_option_text,marine_reserve,100,0.27798567877875435,1,0
baseline,complete_option_text,marine_reserve,1000,0.27214272816975904,1,0
baseline,complete_option_text,marine_reserve,10000,0.2705019844902886,1,0
baseline,complete_option_text,marine_reserve,100000,0.26418357425265837,1,0
baseline,complete_option_text,marine_reserve,1000000,0.2571428087022569,1,0
baseline,complete_option_text,oil_extraction_ban,0,0.09407815479096905,1,0
baseline,complete_option_text,oil_extraction_ban,1,0.0553416978745234,1,0
baseline,complete_option_text,oil_extraction_ban,10,0.04521799087524415,1,0
baseline,complete_option_text,oil_extraction_ban,100,0.046225048246837805,1,0
baseline,complete_option_text,oil_extraction_ban,1000,0.026137760707310248,1,0
baseline,complete_option_text,oil_extraction_ban,10000,0.04540870303199405,1,0
baseline,complete_option_text,oil_extraction_ban,100000,0.03535799753098259,1,0
baseline,complete_option_text,oil_extraction_ban,1000000,0.025502999623616553,1,0
baseline,complete_option_text,pesticide_ban,0,0.3432382583618163,1,0
baseline,complete_option_text,pesticide_ban,1,0.3312148775373186,1,0
baseline,complete_option_text,pesticide_ban,10,0.3090120588030133,1,0
baseline,complete_option_text,pesticide_ban,100,0.3210195813860212,1,0
baseline,complete_option_text,pesticide_ban,1000,0.3208372933523995,1,0
baseline,complete_option_text,pesticide_ban,10000,0.3104569298880441,1,0
baseline,complete_option_text,pesticide_ban,100000,0.307696178981236,1,0
baseline,complete_option_text,pesticide_ban,1000000,0.29841433933803013,1,0
baseline,complete_option_text,river_water_allocation,0,0.15317318656227805,1,0
baseline,complete_option_text,river_water_allocation,1,0.12436017123135645,1,0
baseline,complete_option_text,river_water_allocation,10,0.12489301508123221,1,0
baseline,complete_option_text,river_water_allocation,100,0.12994575500488276,1,0
baseline,complete_option_text,river_water_allocation,1000,0.1017317338423295,1,0
baseline,complete_option_text,river_water_allocation,10000,0.09032682939009229,1,0
baseline,complete_option_text,river_water_allocation,100000,0.0900426344438032,1,0
baseline,complete_option_text,river_water_allocation,1000000,0.0902578180486505,1,0
baseline,complete_option_text,wetland_relocation,0,0.24108766184912783,1,0
baseline,complete_option_text,wetland_relocation,1,0.2256733973821004,1,0
baseline,complete_option_text,wetland_relocation,10,0.2174652152591281,1,0
baseline,complete_option_text,wetland_relocation,100,0.2100453244315253,1,0
baseline,complete_option_text,wetland_relocation,1000,0.21022197935316295,1,0
baseline,complete_option_text,wetland_relocation,10000,0.21053338050842285,1,0
baseline,complete_option_text,wetland_relocation,100000,0.20363179842631018,1,0
baseline,complete_option_text,wetland_relocation,1000000,0.21061596605512828,1,0
baseline,complete_option_text,wildfire_restoration,0,0.11502758661905921,1,0
baseline,complete_option_text,wildfire_restoration,1,0.05180120468139645,1,0
baseline,complete_option_text,wildfire_restoration,10,0.0209070841471354,1,0
baseline,complete_option_text,wildfire_restoration,100,0.00970824559529625,1,0
baseline,complete_option_text,wildfire_restoration,1000,-5.118052164715045e-05,0,0
baseline,complete_option_text,wildfire_restoration,10000,-7.073084513345082e-05,0,0
baseline,complete_option_text,wildfire_restoration,100000,-0.010939280192057301,0,0
baseline,complete_option_text,wildfire_restoration,1000000,-0.03265937169392895,0,0
baseline,counterbalanced_ab,dam_removal,0,0.5625,1,0
baseline,counterbalanced_ab,dam_removal,1,0.5,1,0
baseline,counterbalanced_ab,dam_removal,10,0.4375,1,0
baseline,counterbalanced_ab,dam_removal,100,0.4375,1,0
baseline,counterbalanced_ab,dam_removal,1000,0.375,1,0
baseline,counterbalanced_ab,dam_removal,10000,0.375,1,0
baseline,counterbalanced_ab,dam_removal,100000,0.4375,1,0
baseline,counterbalanced_ab,dam_removal,1000000,0.3125,1,0
baseline,counterbalanced_ab,island_biosecurity,0,2.125,1,0
baseline,counterbalanced_ab,island_biosecurity,1,2.125,1,0
baseline,counterbalanced_ab,island_biosecurity,10,2.125,1,0
baseline,counterbalanced_ab,island_biosecurity,100,2.0,1,0
baseline,counterbalanced_ab,island_biosecurity,1000,2.0,1,0
baseline,counterbalanced_ab,island_biosecurity,10000,2.0,1,0
baseline,counterbalanced_ab,island_biosecurity,100000,1.9375,1,0
baseline,counterbalanced_ab,island_biosecurity,1000000,1.75,1,0
baseline,counterbalanced_ab,marine_reserve,0,1.875,1,0
baseline,counterbalanced_ab,marine_reserve,1,1.875,1,0
baseline,counterbalanced_ab,marine_reserve,10,1.75,1,0
baseline,counterbalanced_ab,marine_reserve,100,1.8125,1,0
baseline,counterbalanced_ab,marine_reserve,1000,1.75,1,0
baseline,counterbalanced_ab,marine_reserve,10000,1.6875,1,0
baseline,counterbalanced_ab,marine_reserve,100000,1.75,1,0
baseline,counterbalanced_ab,marine_reserve,1000000,1.6875,1,0
baseline,counterbalanced_ab,oil_extraction_ban,0,0.8125,1,0
baseline,counterbalanced_ab,oil_extraction_ban,1,0.6875,1,0
baseline,counterbalanced_ab,oil_extraction_ban,10,0.625,1,0
baseline,counterbalanced_ab,oil_extraction_ban,100,0.625,1,0
baseline,counterbalanced_ab,oil_extraction_ban,1000,0.5625,1,0
baseline,counterbalanced_ab,oil_extraction_ban,10000,0.5625,1,0
baseline,counterbalanced_ab,oil_extraction_ban,100000,0.5625,1,0
baseline,counterbalanced_ab,oil_extraction_ban,1000000,0.5625,1,0
baseline,counterbalanced_ab,pesticide_ban,0,1.25,1,0
baseline,counterbalanced_ab,pesticide_ban,1,1.0,1,0
baseline,counterbalanced_ab,pesticide_ban,10,0.9375,1,0
baseline,counterbalanced_ab,pesticide_ban,100,1.0,1,0
baseline,counterbalanced_ab,pesticide_ban,1000,1.0625,1,0
baseline,counterbalanced_ab,pesticide_ban,10000,1.0625,1,0
baseline,counterbalanced_ab,pesticide_ban,100000,1.125,1,0
baseline,counterbalanced_ab,pesticide_ban,1000000,1.0625,1,0
baseline,counterbalanced_ab,river_water_allocation,0,1.875,1,0
baseline,counterbalanced_ab,river_water_allocation,1,1.75,1,0
baseline,counterbalanced_ab,river_water_allocation,10,1.625,1,0
baseline,counterbalanced_ab,river_water_allocation,100,1.625,1,0
baseline,counterbalanced_ab,river_water_allocation,1000,1.6875,1,0
baseline,counterbalanced_ab,river_water_allocation,10000,1.5625,1,0
baseline,counterbalanced_ab,river_water_allocation,100000,1.5625,1,0
baseline,counterbalanced_ab,river_water_allocation,1000000,1.4375,1,0
baseline,counterbalanced_ab,wetland_relocation,0,1.5625,1,0
baseline,counterbalanced_ab,wetland_relocation,1,1.4375,1,0
baseline,counterbalanced_ab,wetland_relocation,10,1.4375,1,0
baseline,counterbalanced_ab,wetland_relocation,100,1.375,1,0
baseline,counterbalanced_ab,wetland_relocation,1000,1.375,1,0
baseline,counterbalanced_ab,wetland_relocation,10000,1.3125,1,0
baseline,counterbalanced_ab,wetland_relocation,100000,1.3125,1,0
baseline,counterbalanced_ab,wetland_relocation,1000000,1.3125,1,0
baseline,counterbalanced_ab,wildfire_restoration,0,1.3125,1,0
baseline,counterbalanced_ab,wildfire_restoration,1,1.0,1,0
baseline,counterbalanced_ab,wildfire_restoration,10,0.875,1,0
baseline,counterbalanced_ab,wildfire_restoration,100,0.875,1,0
baseline,counterbalanced_ab,wildfire_restoration,1000,0.75,1,0
baseline,counterbalanced_ab,wildfire_restoration,10000,0.75,1,0
baseline,counterbalanced_ab,wildfire_restoration,100000,0.6875,1,0
baseline,counterbalanced_ab,wildfire_restoration,1000000,0.625,1,0
msm,complete_option_text,dam_removal,0,0.15146001180013016,1,0
msm,complete_option_text,dam_removal,1,0.16195090611775714,1,0
msm,complete_option_text,dam_removal,10,0.13882827758789054,1,0
msm,complete_option_text,dam_removal,100,0.1384221712748209,1,0
msm,complete_option_text,dam_removal,1000,0.13919552167256666,1,0
msm,complete_option_text,dam_removal,10000,0.12613264719645179,1,0
msm,complete_option_text,dam_removal,100000,0.13902902603149409,1,0
msm,complete_option_text,dam_removal,1000000,0.11474267641703281,1,0
msm,complete_option_text,island_biosecurity,0,0.4009679726191929,1,0
msm,complete_option_text,island_biosecurity,1,0.3930087430136544,1,0
msm,complete_option_text,island_biosecurity,10,0.3850133759634835,1,0
msm,complete_option_text,island_biosecurity,100,0.3693477085658482,1,0
msm,complete_option_text,island_biosecurity,1000,0.3530086619513375,1,0
msm,complete_option_text,island_biosecurity,10000,0.37698250157492497,1,0
msm,complete_option_text,island_biosecurity,100000,0.32976269721984863,1,0
msm,complete_option_text,island_biosecurity,1000000,0.32989917482648573,1,0
msm,complete_option_text,marine_reserve,0,0.3547095192803277,1,0
msm,complete_option_text,marine_reserve,1,0.3408720228407118,1,0
msm,complete_option_text,marine_reserve,10,0.3336514366997613,1,0
msm,complete_option_text,marine_reserve,100,0.3195728725857204,1,0
msm,complete_option_text,marine_reserve,1000,0.31344699859619135,1,0
msm,complete_option_text,marine_reserve,10000,0.3125955793592665,1,0
msm,complete_option_text,marine_reserve,100000,0.2987143198649088,1,0
msm,complete_option_text,marine_reserve,1000000,0.28480381435818136,1,0
msm,complete_option_text,oil_extraction_ban,0,0.052945954459054145,1,0
msm,complete_option_text,oil_extraction_ban,1,0.03348811467488606,1,0
msm,complete_option_text,oil_extraction_ban,10,0.0236756688072568,1,0
msm,complete_option_text,oil_extraction_ban,100,0.01419909795125325,1,0
msm,complete_option_text,oil_extraction_ban,1000,0.023740132649739593,1,0
msm,complete_option_text,oil_extraction_ban,10000,0.004057293846493656,1,0
msm,complete_option_text,oil_extraction_ban,100000,0.013838540940057653,1,0
msm,complete_option_text,oil_extraction_ban,1000000,0.0044637861705961596,1,0
msm,complete_option_text,pesticide_ban,0,0.4103264944893973,1,0
msm,complete_option_text,pesticide_ban,1,0.3861617224557059,1,0
msm,complete_option_text,pesticide_ban,10,0.38672580718994143,1,0
msm,complete_option_text,pesticide_ban,100,0.3858924865722656,1,0
msm,complete_option_text,pesticide_ban,1000,0.3741480146135603,1,0
msm,complete_option_text,pesticide_ban,10000,0.38643332890101834,1,0
msm,complete_option_text,pesticide_ban,100000,0.3619543620518275,1,0
msm,complete_option_text,pesticide_ban,1000000,0.36090504782540456,1,0
msm,complete_option_text,river_water_allocation,0,0.15968756242231885,1,0
msm,complete_option_text,river_water_allocation,1,0.1312388506802645,1,0
msm,complete_option_text,river_water_allocation,10,0.13100823489102445,1,0
msm,complete_option_text,river_water_allocation,100,0.12544805353338065,1,0
msm,complete_option_text,river_water_allocation,1000,0.11393026872114695,1,0
msm,complete_option_text,river_water_allocation,10000,0.11379779468883161,1,0
msm,complete_option_text,river_water_allocation,100000,0.1025136600841175,1,0
msm,complete_option_text,river_water_allocation,1000000,0.0969454158436168,1,0
msm,complete_option_text,wetland_relocation,0,0.2864671283298068,1,0
msm,complete_option_text,wetland_relocation,1,0.25539739926656085,1,0
msm,complete_option_text,wetland_relocation,10,0.2552880446116129,1,0
msm,complete_option_text,wetland_relocation,100,0.2399733861287435,1,0
msm,complete_option_text,wetland_relocation,1000,0.23255360126495359,1,0
msm,complete_option_text,wetland_relocation,10000,0.22442232237921822,1,0
msm,complete_option_text,wetland_relocation,100000,0.22477899657355416,1,0
msm,complete_option_text,wetland_relocation,1000000,0.2243085569805569,1,0
msm,complete_option_text,wildfire_restoration,0,0.13584709167480463,1,0
msm,complete_option_text,wildfire_restoration,1,0.10408337910970045,1,0
msm,complete_option_text,wildfire_restoration,10,0.0937069257100423,1,0
msm,complete_option_text,wildfire_restoration,100,0.0829480489095052,1,0
msm,complete_option_text,wildfire_restoration,1000,0.08258310953776041,1,0
msm,complete_option_text,wildfire_restoration,10000,0.07273101806640625,1,0
msm,complete_option_text,wildfire_restoration,100000,0.0517737070719401,1,0
msm,complete_option_text,wildfire_restoration,1000000,0.062061150868733754,1,0
msm,counterbalanced_ab,dam_removal,0,1.0625,1,0
msm,counterbalanced_ab,dam_removal,1,1.0625,1,0
msm,counterbalanced_ab,dam_removal,10,1.0625,1,0
msm,counterbalanced_ab,dam_removal,100,0.9375,1,0
msm,counterbalanced_ab,dam_removal,1000,0.9375,1,0
msm,counterbalanced_ab,dam_removal,10000,0.8125,1,0
msm,counterbalanced_ab,dam_removal,100000,0.75,1,0
msm,counterbalanced_ab,dam_removal,1000000,0.8125,1,0
msm,counterbalanced_ab,island_biosecurity,0,2.25,1,0
msm,counterbalanced_ab,island_biosecurity,1,2.125,1,0
msm,counterbalanced_ab,island_biosecurity,10,2.125,1,0
msm,counterbalanced_ab,island_biosecurity,100,2.125,1,0
msm,counterbalanced_ab,island_biosecurity,1000,2.125,1,0
msm,counterbalanced_ab,island_biosecurity,10000,2.0625,1,0
msm,counterbalanced_ab,island_biosecurity,100000,2.0625,1,0
msm,counterbalanced_ab,island_biosecurity,1000000,2.0625,1,0
msm,counterbalanced_ab,marine_reserve,0,2.5,1,0
msm,counterbalanced_ab,marine_reserve,1,2.625,1,0
msm,counterbalanced_ab,marine_reserve,10,2.625,1,0
msm,counterbalanced_ab,marine_reserve,100,2.5625,1,0
msm,counterbalanced_ab,marine_reserve,1000,2.5,1,0
msm,counterbalanced_ab,marine_reserve,10000,2.4375,1,0
msm,counterbalanced_ab,marine_reserve,100000,2.375,1,0
msm,counterbalanced_ab,marine_reserve,1000000,2.375,1,0
msm,counterbalanced_ab,oil_extraction_ban,0,0.875,1,0
msm,counterbalanced_ab,oil_extraction_ban,1,0.8125,1,0
msm,counterbalanced_ab,oil_extraction_ban,10,0.75,1,0
msm,counterbalanced_ab,oil_extraction_ban,100,0.6875,1,0
msm,counterbalanced_ab,oil_extraction_ban,1000,0.75,1,0
msm,counterbalanced_ab,oil_extraction_ban,10000,0.75,1,0
msm,counterbalanced_ab,oil_extraction_ban,100000,0.6875,1,0
msm,counterbalanced_ab,oil_extraction_ban,1000000,0.5625,1,0
msm,counterbalanced_ab,pesticide_ban,0,1.875,1,0
msm,counterbalanced_ab,pesticide_ban,1,1.75,1,0
msm,counterbalanced_ab,pesticide_ban,10,1.75,1,0
msm,counterbalanced_ab,pesticide_ban,100,1.75,1,0
msm,counterbalanced_ab,pesticide_ban,1000,1.6875,1,0
msm,counterbalanced_ab,pesticide_ban,10000,1.625,1,0
msm,counterbalanced_ab,pesticide_ban,100000,1.6875,1,0
msm,counterbalanced_ab,pesticide_ban,1000000,1.625,1,0
msm,counterbalanced_ab,river_water_allocation,0,2.6875,1,0
msm,counterbalanced_ab,river_water_allocation,1,2.4375,1,0
msm,counterbalanced_ab,river_water_allocation,10,2.375,1,0
msm,counterbalanced_ab,river_water_allocation,100,2.4375,1,0
msm,counterbalanced_ab,river_water_allocation,1000,2.3125,1,0
msm,counterbalanced_ab,river_water_allocation,10000,2.25,1,0
msm,counterbalanced_ab,river_water_allocation,100000,2.1875,1,0
msm,counterbalanced_ab,river_water_allocation,1000000,2.0625,1,0
msm,counterbalanced_ab,wetland_relocation,0,1.6875,1,0
msm,counterbalanced_ab,wetland_relocation,1,1.5625,1,0
msm,counterbalanced_ab,wetland_relocation,10,1.5625,1,0
msm,counterbalanced_ab,wetland_relocation,100,1.5625,1,0
msm,counterbalanced_ab,wetland_relocation,1000,1.5,1,0
msm,counterbalanced_ab,wetland_relocation,10000,1.4375,1,0
msm,counterbalanced_ab,wetland_relocation,100000,1.375,1,0
msm,counterbalanced_ab,wetland_relocation,1000000,1.375,1,0
msm,counterbalanced_ab,wildfire_restoration,0,1.3125,1,0
msm,counterbalanced_ab,wildfire_restoration,1,1.0625,1,0
msm,counterbalanced_ab,wildfire_restoration,10,1.125,1,0
msm,counterbalanced_ab,wildfire_restoration,100,1.0625,1,0
msm,counterbalanced_ab,wildfire_restoration,1000,1.0,1,0
msm,counterbalanced_ab,wildfire_restoration,10000,0.9375,1,0
msm,counterbalanced_ab,wildfire_restoration,100000,0.875,1,0
msm,counterbalanced_ab,wildfire_restoration,1000000,0.875,1,0
msm_aft,complete_option_text,dam_removal,0,0.2227091789245605,1,0
msm_aft,complete_option_text,dam_removal,1,0.1992384592692057,1,0
msm_aft,complete_option_text,dam_removal,10,0.18794735272725424,1,0
msm_aft,complete_option_text,dam_removal,100,0.17566156387329102,1,0
msm_aft,complete_option_text,dam_removal,1000,0.16480644543965656,1,0
msm_aft,complete_option_text,dam_removal,10000,0.1525531609853108,1,0
msm_aft,complete_option_text,dam_removal,100000,0.1531431674957275,1,0
msm_aft,complete_option_text,dam_removal,1000000,0.1296562353769938,1,0
msm_aft,complete_option_text,island_biosecurity,0,0.6533857243401664,1,0
msm_aft,complete_option_text,island_biosecurity,1,0.6375764948981149,1,0
msm_aft,complete_option_text,island_biosecurity,10,0.6060723577226912,1,0
msm_aft,complete_option_text,island_biosecurity,100,0.5901432377951485,1,0
msm_aft,complete_option_text,island_biosecurity,1000,0.5821860177176339,1,0
msm_aft,complete_option_text,island_biosecurity,10000,0.558903660093035,1,0
msm_aft,complete_option_text,island_biosecurity,100000,0.5431575604847498,1,0
msm_aft,complete_option_text,island_biosecurity,1000000,0.5112579209463937,1,0
msm_aft,complete_option_text,marine_reserve,0,0.3962170282999674,1,0
msm_aft,complete_option_text,marine_reserve,1,0.38250859578450513,1,0
msm_aft,complete_option_text,marine_reserve,10,0.37492593129475915,1,0
msm_aft,complete_option_text,marine_reserve,100,0.36135737101236975,1,0
msm_aft,complete_option_text,marine_reserve,1000,0.3476088841756184,1,0
msm_aft,complete_option_text,marine_reserve,10000,0.3402848773532443,1,0
msm_aft,complete_option_text,marine_reserve,100000,0.3262813356187608,1,0
msm_aft,complete_option_text,marine_reserve,1000000,0.3191957473754883,1,0
msm_aft,complete_option_text,oil_extraction_ban,0,0.0516447566804432,1,0
msm_aft,complete_option_text,oil_extraction_ban,1,0.03256888616652716,1,0
msm_aft,complete_option_text,oil_extraction_ban,10,0.013528710319882349,1,0
msm_aft,complete_option_text,oil_extraction_ban,100,0.013164270491827099,1,0
msm_aft,complete_option_text,oil_extraction_ban,1000,0.00406810215541295,1,0
msm_aft,complete_option_text,oil_extraction_ban,10000,0.003288700467064247,1,0
msm_aft,complete_option_text,oil_extraction_ban,100000,-0.025246869950067398,0,0
msm_aft,complete_option_text,oil_extraction_ban,1000000,-0.025583494277227496,0,0
