case_id,template,template_family,pair_name,training_method,model_role,model_id,model_revision,permutation_count,candidate_value,candidate_probability
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,llama31_8b_instruct,official_instruct,llama_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,24,0,0.25561136039050375
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,llama31_8b_instruct,official_instruct,llama_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,24,1,0.2900044052292645
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,llama31_8b_instruct,official_instruct,llama_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,24,10,0.22206527171465848
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,llama31_8b_instruct,official_instruct,llama_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,24,100,0.2323189626655731
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,0,0.2681136479350794
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,1,0.25486341855282973
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,10,0.24100387386046918
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,100,0.23601905965162154
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,0,0.28597443468267175
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,1,0.250942100259282
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,10,0.23783468513145475
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,100,0.2252487799265914
extreme_v2_numeric__marine_reserve,extreme_v2_numeric__marine_reserve,marine_reserve,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,0,0.28805044362238386
extreme_v2_numeric__marine_reserve,extreme_v2_numeric__marine_reserve,marine_reserve,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,1,0.24955201001122163
extreme_v2_numeric__marine_reserve,extreme_v2_numeric__marine_reserve,marine_reserve,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,10,0.23690013914994587
extreme_v2_numeric__marine_reserve,extreme_v2_numeric__marine_reserve,marine_reserve,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,100,0.22549740721644854
extreme_v2_numeric__oil_extraction_ban,extreme_v2_numeric__oil_extraction_ban,oil_extraction_ban,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,0,0.28218990098974944
extreme_v2_numeric__oil_extraction_ban,extreme_v2_numeric__oil_extraction_ban,oil_extraction_ban,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,1,0.24585179586191716
extreme_v2_numeric__oil_extraction_ban,extreme_v2_numeric__oil_extraction_ban,oil_extraction_ban,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,10,0.23742320004489906
extreme_v2_numeric__oil_extraction_ban,extreme_v2_numeric__oil_extraction_ban,oil_extraction_ban,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,100,0.23453510310343417
extreme_v2_numeric__pesticide_ban,extreme_v2_numeric__pesticide_ban,pesticide_ban,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,0,0.2826243951457389
extreme_v2_numeric__pesticide_ban,extreme_v2_numeric__pesticide_ban,pesticide_ban,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,1,0.24863588674790535
extreme_v2_numeric__pesticide_ban,extreme_v2_numeric__pesticide_ban,pesticide_ban,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,10,0.23871073091985048
extreme_v2_numeric__pesticide_ban,extreme_v2_numeric__pesticide_ban,pesticide_ban,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,100,0.23002898718650522
extreme_v2_numeric__river_water_allocation,extreme_v2_numeric__river_water_allocation,river_water_allocation,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,0,0.2934127580635926
extreme_v2_numeric__river_water_allocation,extreme_v2_numeric__river_water_allocation,river_water_allocation,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,1,0.2561383521014298
extreme_v2_numeric__river_water_allocation,extreme_v2_numeric__river_water_allocation,river_water_allocation,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,10,0.2348387434467447
extreme_v2_numeric__river_water_allocation,extreme_v2_numeric__river_water_allocation,river_water_allocation,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,100,0.2156101463882327
extreme_v2_numeric__wetland_relocation,extreme_v2_numeric__wetland_relocation,wetland_relocation,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,0,0.27261833048817014
extreme_v2_numeric__wetland_relocation,extreme_v2_numeric__wetland_relocation,wetland_relocation,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,1,0.2588730388118116
extreme_v2_numeric__wetland_relocation,extreme_v2_numeric__wetland_relocation,wetland_relocation,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,10,0.2415074243665283
extreme_v2_numeric__wetland_relocation,extreme_v2_numeric__wetland_relocation,wetland_relocation,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,100,0.22700120633348986
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,0,0.29718380077176404
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,1,0.25175851178223574
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,10,0.23468224055187606
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,llama31_8b_environment_msm,released_msm_aft,authors_baseline,chloeli/llama-3.1-8b-baseline,42a80a90954a12e5f6dfab2f45e2e85ffb3744c1,24,100,0.21637544689412402
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,0,0.7323781930080159
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,1,0.0730337713434255
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,10,0.09877158247753852
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,100,0.09581645317102006
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,0,0.882777161262573
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,1,0.030908416216109198
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,10,0.029370535340284495
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,100,0.05694388718103324
extreme_v2_numeric__marine_reserve,extreme_v2_numeric__marine_reserve,marine_reserve,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,0,0.8624023873602845
extreme_v2_numeric__marine_reserve,extreme_v2_numeric__marine_reserve,marine_reserve,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,1,0.03551646442287349
extreme_v2_numeric__marine_reserve,extreme_v2_numeric__marine_reserve,marine_reserve,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,10,0.04212522993017038
extreme_v2_numeric__marine_reserve,extreme_v2_numeric__marine_reserve,marine_reserve,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,100,0.059955918286671565
extreme_v2_numeric__oil_extraction_ban,extreme_v2_numeric__oil_extraction_ban,oil_extraction_ban,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,0,0.8539433244666998
extreme_v2_numeric__oil_extraction_ban,extreme_v2_numeric__oil_extraction_ban,oil_extraction_ban,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,1,0.04117194487692064
extreme_v2_numeric__oil_extraction_ban,extreme_v2_numeric__oil_extraction_ban,oil_extraction_ban,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,10,0.04182404085007962
extreme_v2_numeric__oil_extraction_ban,extreme_v2_numeric__oil_extraction_ban,oil_extraction_ban,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,100,0.06306068980629985
extreme_v2_numeric__pesticide_ban,extreme_v2_numeric__pesticide_ban,pesticide_ban,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,0,0.9769887220825009
extreme_v2_numeric__pesticide_ban,extreme_v2_numeric__pesticide_ban,pesticide_ban,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,1,0.0082281602185837
extreme_v2_numeric__pesticide_ban,extreme_v2_numeric__pesticide_ban,pesticide_ban,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,10,0.00467575761347806
extreme_v2_numeric__pesticide_ban,extreme_v2_numeric__pesticide_ban,pesticide_ban,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,100,0.010107360085437363
extreme_v2_numeric__river_water_allocation,extreme_v2_numeric__river_water_allocation,river_water_allocation,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,0,0.9749964976265053
extreme_v2_numeric__river_water_allocation,extreme_v2_numeric__river_water_allocation,river_water_allocation,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,1,0.012172649379898863
extreme_v2_numeric__river_water_allocation,extreme_v2_numeric__river_water_allocation,river_water_allocation,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,10,0.008134670155564535
extreme_v2_numeric__river_water_allocation,extreme_v2_numeric__river_water_allocation,river_water_allocation,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,100,0.004696182838031202
extreme_v2_numeric__wetland_relocation,extreme_v2_numeric__wetland_relocation,wetland_relocation,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,0,0.7275270492703396
extreme_v2_numeric__wetland_relocation,extreme_v2_numeric__wetland_relocation,wetland_relocation,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,1,0.08009009069726734
extreme_v2_numeric__wetland_relocation,extreme_v2_numeric__wetland_relocation,wetland_relocation,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,10,0.09679596641436489
extreme_v2_numeric__wetland_relocation,extreme_v2_numeric__wetland_relocation,wetland_relocation,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,100,0.09558689361802807
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,0,0.56825636313255
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,1,0.14506154333676705
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,10,0.1708325521305072
extreme_v2_numeric__wildfire_restoration,extreme_v2_numeric__wildfire_restoration,wildfire_restoration,qwen3_8b_ecological_dilemma_ecological_dpo,paired_option_sigmoid_dpo_v1,qwen3_8b,Qwen/Qwen3-8B,b968826d9c46dd6066d109eabc6255188de91218,24,100,0.11584954140017563
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,llama31_8b_environment_msm,released_msm_aft,msm,chloeli/llama-3.1-8b-pro-environment-spec-msm,aa80b70b5be4f3ef31e100852ac8b7ceebfa79e1,24,0,0.24948923169679146
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,llama31_8b_environment_msm,released_msm_aft,msm,chloeli/llama-3.1-8b-pro-environment-spec-msm,aa80b70b5be4f3ef31e100852ac8b7ceebfa79e1,24,1,0.2588817919794529
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,llama31_8b_environment_msm,released_msm_aft,msm,chloeli/llama-3.1-8b-pro-environment-spec-msm,aa80b70b5be4f3ef31e100852ac8b7ceebfa79e1,24,10,0.25254856098930534
extreme_v2_numeric__dam_removal,extreme_v2_numeric__dam_removal,dam_removal,llama31_8b_environment_msm,released_msm_aft,msm,chloeli/llama-3.1-8b-pro-environment-spec-msm,aa80b70b5be4f3ef31e100852ac8b7ceebfa79e1,24,100,0.2390804153344502
extreme_v2_numeric__island_biosecurity,extreme_v2_numeric__island_biosecurity,island_biosecurity,llama31_8b_environment_msm,released_msm_aft,msm,chloeli/llama-3.1-8b-pro-environment-spec-msm,aa80b70b5be4f3ef31e100852ac8b7ceebfa79e1,24,0,0.2256466206899483
